Wave number (cm-1),Transmitance (%),,
,PB made with 25 g rice bran,PB made with 50 g rice bran,PB made with 100 g rice bran
784.9191,-0.1622,-0.23607,-0.24822
785.4012,-0.15661,-0.23162,-0.24135
785.8833,-0.15092,-0.22711,-0.2341
786.3655,-0.14518,-0.22244,-0.2264
786.8476,-0.13939,-0.21755,-0.21831
787.3297,-0.13357,-0.21241,-0.20992
787.8119,-0.12781,-0.20703,-0.20141
788.294,-0.12221,-0.20142,-0.19305
788.7761,-0.1169,-0.19559,-0.18512
789.2583,-0.11202,-0.18953,-0.17796
789.7404,-0.10765,-0.18319,-0.17179
790.2225,-0.10379,-0.17652,-0.16674
790.7047,-0.10033,-0.16948,-0.16278
791.1868,-0.09714,-0.16206,-0.15967
791.6689,-0.09405,-0.15433,-0.15709
792.1511,-0.09087,-0.14645,-0.15462
792.6332,-0.08753,-0.13861,-0.15192
793.1154,-0.08396,-0.13102,-0.14869
793.5975,-0.08017,-0.12393,-0.1448
794.0797,-0.07627,-0.11751,-0.14023
794.5618,-0.07241,-0.11187,-0.13508
795.0439,-0.06876,-0.10706,-0.12953
795.5261,-0.06557,-0.10303,-0.12381
796.0082,-0.06306,-0.09967,-0.11815
796.4904,-0.06136,-0.0968,-0.11274
796.9725,-0.06057,-0.09417,-0.10772
797.4546,-0.06063,-0.09154,-0.10316
797.9368,-0.06134,-0.08865,-0.09897
798.4189,-0.06246,-0.08527,-0.09504
798.901,-0.06369,-0.08127,-0.0911
799.3832,-0.06478,-0.07662,-0.0869
799.8653,-0.06557,-0.07148,-0.08219
800.3474,-0.06595,-0.06607,-0.07678
800.8296,-0.06588,-0.06075,-0.07065
801.3117,-0.06536,-0.05584,-0.06383
801.7938,-0.06438,-0.05163,-0.0565
802.276,-0.06293,-0.04829,-0.04883
802.7581,-0.06112,-0.04586,-0.04106
803.2402,-0.05908,-0.04423,-0.03337
803.7224,-0.05704,-0.04316,-0.02593
804.2045,-0.0553,-0.04239,-0.01885
804.6866,-0.05409,-0.04163,-0.01218
805.1688,-0.05353,-0.04067,-0.00597
805.6509,-0.05364,-0.03932,-2.04E-04
806.1331,-0.05424,-0.03751,0.00517
806.6152,-0.05509,-0.03525,0.01018
807.0974,-0.05597,-0.03261,0.01482
807.5795,-0.05671,-0.02974,0.01904
808.0616,-0.05727,-0.02682,0.02273
808.5438,-0.0577,-0.02399,0.02573
809.0259,-0.05806,-0.02138,0.02793
809.5081,-0.05837,-0.01903,0.02922
809.9902,-0.05862,-0.01691,0.02964
810.4723,-0.05871,-0.01501,0.02932
810.9545,-0.05855,-0.01325,0.02844
811.4366,-0.05814,-0.0116,0.02719
811.9187,-0.05753,-0.0101,0.02572
812.4009,-0.0568,-0.00883,0.02409
812.883,-0.0561,-0.00792,0.0223
813.3651,-0.05545,-0.00749,0.02031
813.8473,-0.05481,-0.00759,0.01813
814.3294,-0.05409,-0.00819,0.01582
814.8115,-0.0532,-0.00914,0.01357
815.2937,-0.05213,-0.01024,0.01157
815.7758,-0.05104,-0.01126,0.01004
816.2579,-0.05017,-0.01199,0.00915
816.7401,-0.04976,-0.01229,0.00892
817.2222,-0.05,-0.0121,0.00928
817.7043,-0.05088,-0.01143,0.01009
818.1865,-0.05224,-0.01039,0.0112
818.6686,-0.05382,-0.00908,0.01241
819.1508,-0.05535,-0.00763,0.0136
819.6329,-0.05664,-0.00614,0.01468
820.1151,-0.0577,-0.00469,0.01553
820.5972,-0.0586,-0.00333,0.01605
821.0793,-0.05943,-0.00211,0.01614
821.5615,-0.06028,-0.00106,0.01576
822.0436,-0.06109,-2.08E-04,0.0149
822.5258,-0.06174,4.13E-04,0.01365
823.0079,-0.06217,7.55E-04,0.01219
823.49,-0.06233,7.67E-04,0.0107
823.9722,-0.06232,4.09E-04,0.00942
824.4543,-0.06234,-3.49E-04,0.00847
824.9364,-0.06258,-0.00153,0.00794
825.4186,-0.06315,-0.00312,0.0078
825.9007,-0.06406,-0.00509,0.00794
826.3828,-0.06516,-0.00746,0.00822
826.865,-0.06622,-0.01018,0.00846
827.3471,-0.06705,-0.01325,0.00851
827.8292,-0.06747,-0.01662,0.00824
828.3114,-0.06736,-0.02022,0.00761
828.7935,-0.06668,-0.02397,0.0066
829.2756,-0.06531,-0.02772,0.00526
829.7578,-0.06314,-0.03133,0.00366
830.2399,-0.06008,-0.0347,0.00186
830.722,-0.0561,-0.03775,-6.38E-05
831.2042,-0.05128,-0.04051,-0.00213
831.6863,-0.04596,-0.0431,-0.00434
832.1685,-0.04055,-0.0457,-0.00675
832.6506,-0.03552,-0.04851,-0.00943
833.1328,-0.03128,-0.05172,-0.0124
833.6149,-0.02803,-0.05543,-0.01569
834.097,-0.02577,-0.05971,-0.01925
834.5792,-0.02437,-0.06446,-0.02307
835.0613,-0.0236,-0.06951,-0.02709
835.5435,-0.02323,-0.07463,-0.03128
836.0256,-0.02313,-0.07957,-0.03564
836.5077,-0.0232,-0.08413,-0.04012
836.9899,-0.02334,-0.08818,-0.04473
837.472,-0.02344,-0.09168,-0.04938
837.9541,-0.02332,-0.09467,-0.05404
838.4363,-0.02277,-0.09728,-0.05863
838.9184,-0.02168,-0.09964,-0.06311
839.4005,-0.02001,-0.10191,-0.06751
839.8827,-0.01784,-0.10419,-0.07185
840.3648,-0.01539,-0.10654,-0.0762
840.8469,-0.01289,-0.10901,-0.08057
841.3291,-0.01049,-0.1116,-0.08497
841.8112,-0.00828,-0.11436,-0.08931
842.2933,-0.00622,-0.11733,-0.09345
842.7755,-0.00422,-0.12051,-0.09725
843.2576,-0.00224,-0.1239,-0.10055
8.44E+02,-3.08E-04,-0.12742,-0.10326
844.2219,0.00148,-0.13094,-0.10529
844.704,0.00293,-0.13431,-0.10662
845.1862,0.00389,-0.13736,-0.10729
845.6683,0.0043,-0.13998,-0.10735
846.1505,0.00412,-0.14216,-0.10692
846.6326,0.00345,-0.14394,-0.10613
847.1147,0.0024,-0.14546,-0.1052
847.5969,0.00106,-0.14687,-0.10436
8.48E+02,-4.38E-04,-0.14825,-0.10381
848.5612,-0.00201,-0.14964,-0.10375
849.0433,-0.00355,-0.151,-0.10427
849.5254,-0.00493,-0.15221,-0.10538
850.0076,-0.00601,-0.1532,-0.107
850.4897,-0.00672,-0.1539,-0.10901
850.9718,-0.00705,-0.15431,-0.11131
851.454,-0.0071,-0.15453,-0.11377
851.9361,-0.00706,-0.15468,-0.1164
852.4182,-0.00715,-0.15498,-0.11917
852.9004,-0.00754,-0.15555,-0.12212
853.3825,-0.00831,-0.15653,-0.12526
853.8646,-0.00939,-0.15796,-0.1286
854.3468,-0.01064,-0.15982,-0.13209
854.8289,-0.01194,-0.16199,-0.13567
855.311,-0.01318,-0.16436,-0.13929
855.7932,-0.01442,-0.16678,-0.14285
856.2753,-0.01581,-0.16912,-0.14629
856.7574,-0.01907,-0.1713,-0.14951
857.2396,-0.02296,-0.17333,-0.1524
857.7217,-0.02744,-0.1753,-0.15485
858.2039,-0.03249,-0.17731,-0.15676
858.686,-0.03795,-0.17947,-0.15813
859.1682,-0.04364,-0.18187,-0.159
859.6503,-0.04942,-0.1845,-0.15954
860.1324,-0.05524,-0.18729,-0.15994
860.6146,-0.06113,-0.19016,-0.16045
861.0967,-0.06719,-0.19297,-0.1613
861.5789,-0.07353,-0.19563,-0.16261
862.061,-0.0802,-0.19813,-0.16445
862.5431,-0.08721,-0.20048,-0.16676
863.0253,-0.09455,-0.20281,-0.16947
863.5074,-0.10221,-0.20522,-0.17244
863.9895,-0.11022,-0.20785,-0.17554
864.4717,-0.11866,-0.21083,-0.17873
864.9538,-0.12761,-0.21427,-0.18191
865.4359,-0.13712,-0.21832,-0.18508
865.9181,-0.14716,-0.22305,-0.18818
866.4002,-0.15762,-0.22851,-0.19122
866.8823,-0.1683,-0.23466,-0.19418
867.3645,-0.17901,-0.2414,-0.1971
867.8466,-0.18963,-0.24851,-0.20008
868.3287,-0.20013,-0.25581,-0.20324
868.8109,-0.21062,-0.26306,-0.2068
869.293,-0.22129,-0.27018,-0.21091
869.7751,-0.23232,-0.27716,-0.21575
870.2573,-0.2439,-0.28414,-0.22141
870.7394,-0.25609,-0.29136,-0.22787
871.2216,-0.26892,-0.29909,-0.2351
871.7037,-0.28233,-0.30753,-0.24293
872.1859,-0.29625,-0.31683,-0.25126
872.668,-0.31061,-0.32705,-0.25998
873.1501,-0.32535,-0.33814,-0.26903
873.6323,-0.34042,-0.35005,-0.27846
874.1144,-0.35573,-0.36269,-0.28834
874.5966,-0.3712,-0.37597,-0.29877
875.0787,-0.38674,-0.38981,-0.30977
875.5608,-0.40228,-0.40412,-0.32137
876.043,-0.41785,-0.41883,-0.33348
876.5251,-0.43351,-0.43385,-0.34598
877.0072,-0.44938,-0.44911,-0.35877
877.4894,-0.46555,-0.46458,-0.37177
877.9715,-0.48204,-0.48029,-0.385
878.4536,-0.49873,-0.49627,-0.39851
878.9358,-0.51541,-0.5126,-0.41247
879.4179,-0.53178,-0.52931,-0.42698
879.9,-0.54762,-0.54638,-0.44213
880.3822,-0.56276,-0.56376,-0.45793
880.8643,-0.57716,-0.58134,-0.47427
881.3464,-0.59093,-0.59901,-0.49099
881.8286,-0.60423,-0.6167,-0.50784
882.3107,-0.61722,-0.63439,-0.52462
882.7928,-0.63,-0.65213,-0.54114
883.275,-0.64259,-0.67004,-0.55728
883.7571,-0.65495,-0.68826,-0.57303
884.2393,-0.667,-0.70694,-0.58842
884.7214,-0.67866,-0.72616,-0.60354
885.2036,-0.68986,-0.74592,-0.61847
885.6857,-0.70056,-0.76611,-0.63334
886.1678,-0.71073,-0.78653,-0.64825
886.65,-0.72037,-0.80695,-0.66331
887.1321,-0.72948,-0.82711,-0.67863
887.6143,-0.73811,-0.84679,-0.69429
888.0964,-0.74636,-0.8659,-0.71037
888.5785,-0.7544,-0.88442,-0.7269
889.0607,-0.76238,-0.9025,-0.74383
889.5428,-0.77046,-0.92031,-0.76112
890.0249,-0.77869,-0.93809,-0.77868
890.5071,-0.78706,-0.95599,-0.79644
890.9892,-0.79546,-0.97414,-0.81436
891.4713,-0.80374,-0.99253,-0.83245
891.9535,-0.81179,-1.01112,-0.85075
892.4356,-0.81957,-1.0298,-0.86932
892.9177,-0.8271,-1.04847,-0.88823
893.3999,-0.83447,-1.06708,-0.90748
893.882,-0.84174,-1.0856,-0.92704
894.3641,-0.84898,-1.1041,-0.94682
894.8463,-0.85619,-1.12263,-0.96672
895.3284,-0.86338,-1.14128,-0.98667
895.8105,-0.87058,-1.16006,-1.00662
896.2927,-0.87786,-1.17897,-1.02661
896.7748,-0.88534,-1.19798,-1.04668
897.257,-0.89312,-1.21704,-1.06692
897.7391,-0.90125,-1.23607,-1.08737
898.2213,-0.90964,-1.25504,-1.10806
898.7034,-0.9181,-1.27391,-1.12898
899.1855,-0.92639,-1.29269,-1.15006
899.6677,-0.93428,-1.31142,-1.17129
900.1498,-0.94165,-1.33014,-1.1926
900.632,-0.94853,-1.3489,-1.214
901.1141,-0.9551,-1.36773,-1.23545
901.5962,-0.96158,-1.38667,-1.25694
902.0784,-0.96816,-1.4057,-1.2784
902.5605,-0.97494,-1.42485,-1.29972
903.0426,-0.98191,-1.44405,-1.32081
903.5248,-0.98898,-1.46327,-1.34154
904.0069,-0.99602,-1.48246,-1.36186
904.489,-1.00294,-1.50156,-1.38177
904.9712,-1.00969,-1.52053,-1.40136
905.4533,-1.01625,-1.53936,-1.42075
905.9354,-1.0226,-1.55804,-1.44008
906.4176,-1.02868,-1.57657,-1.45949
906.8997,-1.03442,-1.59498,-1.47901
907.3818,-1.03976,-1.61331,-1.49863
907.864,-1.04473,-1.63161,-1.51826
908.3461,-1.04942,-1.6499,-1.53779
908.8282,-1.05402,-1.66819,-1.55718
909.3104,-1.05873,-1.68647,-1.57638
909.7925,-1.0637,-1.70471,-1.59549
910.2747,-1.06895,-1.72289,-1.61459
910.7568,-1.07438,-1.74097,-1.63385
911.239,-1.0798,-1.75894,-1.65337
911.7211,-1.08505,-1.7768,-1.67318
912.2032,-1.09004,-1.79459,-1.69328
912.6854,-1.09485,-1.81237,-1.71357
913.1675,-1.09966,-1.83019,-1.73393
913.6496,-1.10474,-1.84811,-1.75425
914.1318,-1.11028,-1.86614,-1.77447
914.6139,-1.11641,-1.8843,-1.79459
915.096,-1.12309,-1.90256,-1.81465
915.5782,-1.13021,-1.92089,-1.83475
916.0603,-1.13762,-1.93923,-1.85499
916.5424,-1.1452,-1.95751,-1.87547
917.0246,-1.15291,-1.97572,-1.89625
917.5067,-1.16079,-1.99383,-1.91741
917.9888,-1.16891,-2.01194,-1.93899
918.471,-1.17738,-2.03014,-1.96101
918.9531,-1.18626,-2.0486,-1.9835
919.4352,-1.19563,-2.06746,-2.00642
919.9174,-1.20555,-2.08682,-2.0297
920.3995,-1.2161,-2.10671,-2.0532
920.8817,-1.22737,-2.12709,-2.07678
921.3638,-1.23942,-2.14782,-2.10028
921.8459,-1.25231,-2.16877,-2.12357
922.3281,-1.26604,-2.18983,-2.14664
922.8102,-1.28056,-2.21097,-2.16953
923.2924,-1.29582,-2.23227,-2.19235
923.7745,-1.31177,-2.25387,-2.21523
924.2567,-1.3284,-2.27593,-2.23826
924.7388,-1.34573,-2.29855,-2.26149
925.2209,-1.3638,-2.32176,-2.2849
925.7031,-1.38263,-2.34548,-2.30846
926.1852,-1.4022,-2.36961,-2.33209
926.6673,-1.42245,-2.39398,-2.35582
927.1495,-1.44327,-2.41849,-2.37967
927.6316,-1.46458,-2.4431,-2.40369
928.1137,-1.48629,-2.46783,-2.428
928.5959,-1.50837,-2.49276,-2.4526
929.078,-1.53078,-2.51796,-2.4775
929.5601,-1.55348,-2.5435,-2.50262
930.0423,-1.57639,-2.56939,-2.5279
930.5244,-1.59943,-2.59561,-2.55325
931.0065,-1.62254,-2.62215,-2.57862
931.4887,-1.64571,-2.64895,-2.60405
931.9708,-1.66902,-2.67598,-2.62955
932.4529,-1.69262,-2.70319,-2.65521
932.9351,-1.71672,-2.73051,-2.68104
933.4172,-1.74148,-2.75786,-2.70708
933.8994,-1.76702,-2.78519,-2.73331
934.3815,-1.79337,-2.81245,-2.75973
934.8636,-1.82045,-2.83965,-2.78635
935.3458,-1.84819,-2.86689,-2.81318
935.8279,-1.87648,-2.89427,-2.84029
936.3101,-1.90528,-2.92199,-2.8677
936.7922,-1.93458,-2.95018,-2.89544
937.2744,-1.96443,-2.97896,-2.92351
937.7565,-1.99486,-3.00835,-2.95185
938.2386,-2.02591,-3.03833,-2.9804
938.7208,-2.05757,-3.06881,-3.00907
939.2029,-2.08987,-3.09967,-3.03781
939.685,-2.12282,-3.13079,-3.06656
940.1672,-2.15647,-3.16204,-3.0953
940.6493,-2.19089,-3.19334,-3.12404
941.1314,-2.22614,-3.22463,-3.1528
941.6136,-2.26223,-3.25593,-3.18163
942.0957,-2.29911,-3.28728,-3.21058
942.5778,-2.33667,-3.31876,-3.23972
943.06,-2.37476,-3.35046,-3.26906
943.5421,-2.41329,-3.38248,-3.29859
944.0242,-2.45216,-3.41485,-3.32827
944.5064,-2.49137,-3.4476,-3.35801
944.9885,-2.53097,-3.48067,-3.38774
945.4706,-2.57105,-3.51399,-3.41738
945.9528,-2.61171,-3.54749,-3.44697
946.4349,-2.65301,-3.5811,-3.47654
946.9171,-2.69496,-3.61485,-3.50618
947.3992,-2.73752,-3.64876,-3.53603
947.8813,-2.78064,-3.68291,-3.56613
948.3635,-2.82422,-3.71737,-3.59651
948.8456,-2.86822,-3.75222,-3.62711
949.3278,-2.91256,-3.78753,-3.6579
949.8099,-2.95724,-3.82338,-3.68881
950.2921,-3.00225,-3.85979,-3.7198
950.7742,-3.04762,-3.8968,-3.75094
951.2563,-3.09341,-3.93441,-3.78226
951.7385,-3.13973,-3.97259,-3.81387
952.2206,-3.1867,-4.0113,-3.84579
952.7027,-3.23448,-4.05044,-3.87801
953.1849,-3.2832,-4.08997,-3.91052
953.667,-3.33298,-4.12986,-3.94327
954.1491,-3.38387,-4.17016,-3.97625
954.6313,-3.43586,-4.21097,-4.00949
955.1134,-3.48885,-4.25245,-4.0431
955.5955,-3.54272,-4.29472,-4.07722
956.0777,-3.59732,-4.33788,-4.11198
956.5598,-3.65247,-4.38195,-4.14755
957.0419,-3.70807,-4.42687,-4.18404
957.5241,-3.76399,-4.47258,-4.22152
958.0062,-3.82021,-4.51896,-4.26002
958.4883,-3.87668,-4.56592,-4.29955
958.9705,-3.93342,-4.61341,-4.34006
959.4526,-3.99045,-4.66143,-4.38146
959.9348,-4.04782,-4.71002,-4.42366
960.4169,-4.10556,-4.75918,-4.46652
960.899,-4.16373,-4.80895,-4.50992
961.3812,-4.22239,-4.8593,-4.55376
961.8633,-4.2816,-4.91022,-4.59798
962.3455,-4.3414,-4.96165,-4.64257
962.8276,-4.40183,-5.01358,-4.68756
963.3098,-4.46293,-5.06595,-4.733
963.7919,-4.52472,-5.11877,-4.77893
964.274,-4.58723,-5.17205,-4.8254
964.7562,-4.65051,-5.22585,-4.8724
965.2383,-4.71456,-5.28028,-4.91992
965.7204,-4.77938,-5.33541,-4.96799
966.2026,-4.84492,-5.39131,-5.01658
966.6847,-4.91109,-5.448,-5.06569
967.1668,-4.97774,-5.50539,-5.11528
967.649,-5.04471,-5.56335,-5.1653
968.1311,-5.11182,-5.62172,-5.21564
968.6132,-5.17892,-5.68029,-5.26621
969.0954,-5.24589,-5.73893,-5.31692
969.5775,-5.31266,-5.79754,-5.36772
970.0596,-5.37919,-5.85609,-5.41861
970.5418,-5.44546,-5.91461,-5.4696
971.0239,-5.51141,-5.97311,-5.52077
971.506,-5.57701,-6.03161,-5.57214
971.9882,-5.64217,-6.09009,-5.62369
972.4703,-5.70686,-6.14851,-5.67541
972.9525,-5.77101,-6.20684,-5.7272
973.4346,-5.83461,-6.26507,-5.779
973.9167,-5.89761,-6.32315,-5.83072
974.3989,-5.95999,-6.38108,-5.8823
974.881,-6.02169,-6.4388,-5.93372
975.3632,-6.08265,-6.49625,-5.98492
975.8453,-6.14282,-6.55338,-6.03595
976.3275,-6.20215,-6.61008,-6.08678
976.8096,-6.26067,-6.66634,-6.13748
977.2917,-6.31844,-6.72212,-6.18804
977.7739,-6.37553,-6.77748,-6.23852
978.256,-6.43203,-6.83242,-6.28893
978.7381,-6.48799,-6.88702,-6.33923
979.2203,-6.54339,-6.94128,-6.3894
979.7024,-6.59818,-6.9952,-6.43933
980.1845,-6.6523,-7.04876,-6.48898
980.6667,-6.70571,-7.10196,-6.53827
981.1488,-6.75842,-7.15482,-6.58714
981.6309,-6.81048,-7.20736,-6.63563
982.1131,-6.86201,-7.25956,-6.68374
982.5952,-6.91314,-7.31135,-6.73152
983.0773,-6.96397,-7.36262,-6.77897
983.5595,-7.01458,-7.41326,-6.8261
984.0416,-7.065,-7.46314,-6.87285
984.5237,-7.11521,-7.51221,-6.91916
985.0059,-7.16518,-7.5605,-6.96497
985.488,-7.2148,-7.60811,-7.01019
985.9702,-7.26401,-7.65516,-7.0548
986.4523,-7.31267,-7.70179,-7.09879
986.9344,-7.36063,-7.74802,-7.14219
987.4166,-7.40776,-7.79381,-7.18508
987.8987,-7.45395,-7.83906,-7.22757
988.3809,-7.49916,-7.88362,-7.26978
988.863,-7.54344,-7.92744,-7.31182
989.3452,-7.58689,-7.97048,-7.35375
989.8273,-7.62968,-8.01276,-7.39554
990.3094,-7.67199,-8.05434,-7.43708
990.7916,-7.71394,-8.09526,-7.47817
991.2737,-7.75562,-8.13552,-7.51858
991.7558,-7.79704,-8.17511,-7.55815
992.238,-7.83818,-8.21402,-7.59673
992.7201,-7.879,-8.25225,-7.63435
993.2022,-7.91947,-8.28982,-7.67106
993.6844,-7.95956,-8.32683,-7.70701
994.1665,-7.99928,-8.36338,-7.74232
994.6486,-8.03862,-8.39952,-7.77704
995.1308,-8.0776,-8.4353,-7.81118
995.6129,-8.1162,-8.47072,-7.84467
996.095,-8.15439,-8.50574,-7.87748
996.5772,-8.19217,-8.54032,-7.90952
997.0593,-8.22948,-8.57447,-7.94085
997.5414,-8.26622,-8.60813,-7.97152
998.0236,-8.30233,-8.64124,-8.00161
998.5057,-8.33769,-8.67373,-8.03122
998.9879,-8.37223,-8.70546,-8.06039
999.47,-8.40589,-8.73631,-8.08918
999.9521,-8.4387,-8.76617,-8.11757
1000.434,-8.47075,-8.79499,-8.14552
1000.916,-8.50217,-8.82276,-8.17303
1001.399,-8.53314,-8.84956,-8.20006
1001.881,-8.5638,-8.87544,-8.22659
1002.363,-8.59425,-8.90047,-8.25254
1002.845,-8.62455,-8.92469,-8.27786
1003.327,-8.65473,-8.94814,-8.30249
1003.809,-8.6848,-8.97089,-8.32637
1004.291,-8.71477,-8.99305,-8.34953
1004.773,-8.74463,-9.01481,-8.37199
1005.256,-8.77436,-9.03633,-8.39384
1005.738,-8.8039,-9.05775,-8.41513
1006.22,-8.83313,-9.07908,-8.43594
1006.702,-8.86192,-9.10026,-8.45628
1007.184,-8.89015,-9.12112,-8.47612
1007.666,-8.9178,-9.14148,-8.49547
1008.148,-8.94493,-9.16115,-8.51426
1008.631,-8.97167,-9.18005,-8.53246
1009.113,-8.99824,-9.19819,-8.55002
1009.595,-9.02485,-9.2156,-8.56686
1010.077,-9.05164,-9.23238,-8.58297
1010.559,-9.07867,-9.24862,-8.59827
1011.041,-9.10589,-9.26434,-8.61279
1011.523,-9.13318,-9.27959,-8.62658
1012.006,-9.16039,-9.29443,-8.63976
1012.488,-9.18738,-9.3089,-8.65249
1012.97,-9.214,-9.32309,-8.6649
1013.452,-9.24013,-9.33701,-8.67713
1013.934,-9.26569,-9.35066,-8.6892
1014.416,-9.29058,-9.36392,-8.7011
1014.898,-9.31475,-9.37668,-8.71272
1015.381,-9.33816,-9.38879,-8.72397
1015.863,-9.36081,-9.40017,-8.73474
1016.345,-9.38272,-9.41082,-8.74493
1016.827,-9.40393,-9.42081,-8.75453
1017.309,-9.42447,-9.4303,-8.76346
1017.791,-9.44434,-9.43942,-8.7717
1018.273,-9.46359,-9.44825,-8.77921
1018.755,-9.48222,-9.45678,-8.78597
1019.238,-9.50026,-9.46495,-8.79198
1019.72,-9.51776,-9.47264,-8.79725
1020.202,-9.53477,-9.47972,-8.80188
1020.684,-9.55129,-9.48611,-8.80586
1021.166,-9.56731,-9.49174,-8.80922
1021.648,-9.58273,-9.49657,-8.81186
1022.13,-9.59738,-9.50055,-8.81367
1022.613,-9.61111,-9.50371,-8.8145
1023.095,-9.62376,-9.50598,-8.8142
1023.577,-9.63521,-9.50741,-8.81275
1024.059,-9.64541,-9.50803,-8.81019
1024.541,-9.65435,-9.50789,-8.80668
1025.023,-9.66203,-9.50706,-8.80236
1025.505,-9.66846,-9.50556,-8.79744
1025.988,-9.67367,-9.50335,-8.79199
1026.47,-9.67765,-9.50036,-8.78604
1026.952,-9.68042,-9.49646,-8.77952
1027.434,-9.68201,-9.49154,-8.77232
1027.916,-9.68244,-9.48551,-8.76434
1028.398,-9.68173,-9.47835,-8.75544
1028.88,-9.67988,-9.47004,-8.74561
1029.363,-9.67687,-9.46062,-8.7348
1029.845,-9.67263,-9.45009,-8.72302
1030.327,-9.66719,-9.43848,-8.71031
1030.809,-9.6606,-9.42579,-8.6967
1031.291,-9.65296,-9.41208,-8.68223
1031.773,-9.64439,-9.39739,-8.66688
1032.255,-9.63499,-9.38178,-8.65067
1032.738,-9.62476,-9.3653,-8.63352
1033.22,-9.6136,-9.34797,-8.61536
1033.702,-9.60133,-9.32972,-8.59613
1034.184,-9.5877,-9.31048,-8.57575
1034.666,-9.57251,-9.29017,-8.5542
1035.148,-9.55563,-9.26874,-8.5315
1035.63,-9.53704,-9.24621,-8.50771
1036.112,-9.51684,-9.22274,-8.48295
1036.594,-9.49515,-9.19848,-8.4573
1037.077,-9.47209,-9.17355,-8.43088
1037.559,-9.44779,-9.14801,-8.4037
1038.041,-9.4223,-9.12175,-8.37578
1038.523,-9.39569,-9.09456,-8.3471
1039.005,-9.36804,-9.06619,-8.31759
1039.487,-9.33948,-9.0364,-8.28723
1039.969,-9.3101,-9.00504,-8.25595
1040.452,-9.27997,-8.97213,-8.22376
1040.934,-9.24909,-8.93782,-8.1906
1041.416,-9.21741,-8.90237,-8.15649
1041.898,-9.18479,-8.86608,-8.12151
1042.38,-9.15111,-8.82922,-8.08576
1042.862,-9.11628,-8.792,-8.04947
1043.344,-9.08028,-8.75452,-8.01284
1043.827,-9.04313,-8.71683,-7.97613
1044.309,-9.00487,-8.67891,-7.93946
1044.791,-8.96548,-8.64065,-7.90288
1045.273,-8.92493,-8.60196,-7.86633
1045.755,-8.88312,-8.56272,-7.82961
1046.237,-8.83998,-8.52282,-7.79255
1046.719,-8.79554,-8.48224,-7.75494
1047.202,-8.74988,-8.44097,-7.71673
1047.684,-8.7032,-8.39909,-7.67789
1048.166,-8.65576,-8.35668,-7.6385
1048.648,-8.60776,-8.31384,-7.59872
1049.13,-8.55938,-8.27066,-7.55867
1049.612,-8.51067,-8.2272,-7.51852
1050.094,-8.46168,-8.18348,-7.47841
1050.577,-8.41242,-8.13954,-7.4385
1051.059,-8.36289,-8.09544,-7.39891
1051.541,-8.31315,-8.05126,-7.35977
1052.023,-8.26327,-8.00713,-7.32119
1052.505,-8.21326,-7.96317,-7.28319
1052.987,-8.1631,-7.91952,-7.24578
1053.469,-8.11274,-7.87626,-7.20888
1053.951,-8.06214,-7.83348,-7.1725
1054.434,-8.01131,-7.79127,-7.13661
1054.916,-7.96035,-7.7497,-7.10129
1055.398,-7.90944,-7.70885,-7.06667
1055.88,-7.85878,-7.66881,-7.03284
1056.362,-7.80854,-7.62961,-6.99992
1056.844,-7.75884,-7.59122,-6.96785
1057.326,-7.70965,-7.55358,-6.93652
1057.809,-7.66092,-7.51655,-6.90571
1058.291,-7.61255,-7.47998,-6.8751
1058.773,-7.56449,-7.44371,-6.84444
1059.255,-7.51672,-7.40763,-6.81344
1059.737,-7.46922,-7.37168,-6.7819
1060.219,-7.42194,-7.33579,-6.74969
1060.701,-7.37484,-7.29987,-6.71676
1061.184,-7.32776,-7.26385,-6.68318
1061.666,-7.28052,-7.22763,-6.64908
1062.148,-7.23304,-7.19112,-6.61473
1062.63,-7.18526,-7.1543,-6.58039
1063.112,-7.13718,-7.11717,-6.54634
1063.594,-7.08886,-7.07977,-6.51275
1064.076,-7.04034,-7.04217,-6.47969
1064.559,-6.99161,-7.00444,-6.44708
1065.041,-6.94258,-6.96656,-6.41472
1065.523,-6.89318,-6.92853,-6.38243
1066.005,-6.84339,-6.89027,-6.35001
1066.487,-6.79327,-6.85172,-6.3174
1066.969,-6.74301,-6.81286,-6.28463
1067.451,-6.69286,-6.77377,-6.25177
1067.933,-6.64306,-6.73456,-6.21895
1068.416,-6.59378,-6.69538,-6.1862
1068.898,-6.54507,-6.65639,-6.15353
1069.38,-6.49688,-6.61773,-6.12086
1069.862,-6.44915,-6.57944,-6.0881
1070.344,-6.40182,-6.54155,-6.05517
1070.826,-6.35489,-6.504,-6.02202
1071.308,-6.30841,-6.46672,-5.98868
1071.791,-6.26245,-6.42967,-5.95516
1072.273,-6.21695,-6.39282,-5.92152
1072.755,-6.17186,-6.3562,-5.88778
1073.237,-6.12706,-6.31988,-5.85394
1073.719,-6.08242,-6.28394,-5.82005
1074.201,-6.03795,-6.24843,-5.78616
1074.683,-5.99376,-6.21337,-5.75236
1075.166,-5.95008,-6.17874,-5.71873
1075.648,-5.90716,-6.14441,-5.68541
1076.13,-5.86523,-6.11027,-5.65247
1076.612,-5.82439,-6.07618,-5.61992
1077.094,-5.78464,-6.04203,-5.58782
1077.576,-5.74587,-6.00777,-5.55614
1078.058,-5.70802,-5.97347,-5.52491
1078.541,-5.67108,-5.93922,-5.49416
